"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"255","GO:0017017",0.0336882641224887,5.09368191721133,0.738868832731649,3,12,"MAP kinase tyrosine/serine/threonine phosphatase activity"
"256","GO:0031078",0.0336882641224887,5.09368191721133,0.738868832731649,3,12,"histone deacetylase activity (H3-K14 specific)"
"257","GO:0032036",0.0336882641224887,5.09368191721133,0.738868832731649,3,12,"myosin heavy chain binding"
"258","GO:0032041",0.0336882641224887,5.09368191721133,0.738868832731649,3,12,"NAD-dependent histone deacetylase activity (H3-K14 specific)"
"259","GO:0003730",0.0342652718597934,2.700675024108,2.4628961091055,6,40,"mRNA 3'-UTR binding"
"260","GO:0048365",0.0342652718597934,2.700675024108,2.4628961091055,6,40,"Rac GTPase binding"
"261","GO:0005158",0.0345729780765518,3.05938864628821,1.84717208182912,5,30,"insulin receptor binding"
"262","GO:0003677",0.0348557877807824,1.18570869659962,138.230044123546,158,2245,"DNA binding"
"263","GO:0008138",0.038127990656292,2.62332552693208,2.52446851183313,6,41,"protein tyrosine/serine/threonine phosphatase activity"
"264","GO:0051213",0.0381558023734012,2.01643653590618,5.29522663457681,10,86,"dioxygenase activity"
"265","GO:0016747",0.0381756474407759,1.64558614143332,11.4524669073406,18,186,"transferase activity, transferring acyl groups other than amino-acyl groups"
"266","GO:0042623",0.0402302850941578,1.49251229884099,18.1022864019254,26,294,"ATPase activity, coupled"
"267","GO:0008565",0.0408361040169944,1.99010649065534,5.35679903730445,10,87,"protein transporter activity"
"268","GO:0000983",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"transcription factor activity, RNA polymerase II core promoter sequence-specific"
"269","GO:0004549",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"tRNA-specific ribonuclease activity"
"270","GO:0004622",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"lysophospholipase activity"
"271","GO:0005165",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"neurotrophin receptor binding"
"272","GO:0030676",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"Rac guanyl-nucleotide exchange factor activity"
"273","GO:0036041",0.0418384356766855,4.58398692810457,0.800441235459286,3,13,"long-chain fatty acid binding"
"274","GO:0008289",0.0435553256675865,1.33127033779103,36.4508624147613,47,592,"lipid binding"
"275","GO:0017124",0.0452437768140102,1.82152076593798,6.95768150822302,12,113,"SH3 domain binding"
"276","GO:0016779",0.0478646524172329,1.80353329450592,7.01925391095066,12,114,"nucleotidyltransferase activity"
"277","GO:0001727",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"lipid kinase activity"
"278","GO:0003988",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"acetyl-CoA C-acyltransferase activity"
"279","GO:0004738",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"pyruvate dehydrogenase activity"
"280","GO:0010340",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"carboxyl-O-methyltransferase activity"
"281","GO:0032404",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"mismatch repair complex binding"
"282","GO:0034190",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"apolipoprotein receptor binding"
"283","GO:0034596",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"phosphatidylinositol phosphate 4-phosphatase activity"
"284","GO:0035256",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"G-protein coupled glutamate receptor binding"
"285","GO:0046870",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"cadmium ion binding"
"286","GO:0051998",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"protein carboxyl O-methyltransferase activity"
"287","GO:0090599",0.0481228324962781,7.63492927094668,0.369434416365824,2,6,"alpha-glucosidase activity"
"288","GO:0046332",0.0488632205800868,2.11187068021301,4.06377858002407,8,66,"SMAD binding"
"289","GO:0016620",0.049556465547435,2.7310121646912,2.03188929001203,5,33,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"290","GO:0003785",0.0496086833755596,3.21827469436951,1.41616526273566,4,23,"actin monomer binding"
"291","GO:0016628",0.0496086833755596,3.21827469436951,1.41616526273566,4,23,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
"292","GO:0016627",0.050711814826451,2.2320158643326,3.38648215002006,7,55,"oxidoreductase activity, acting on the CH-CH group of donors"
"293","GO:0005159",0.0508788075437092,4.16696375519905,0.862013638186923,3,14,"insulin-like growth factor receptor binding"
"294","GO:0023026",0.0508788075437092,4.16696375519905,0.862013638186923,3,14,"MHC class II protein complex binding"
"295","GO:0016706",0.0513305324178411,2.41570319240725,2.70918572001604,6,44,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"296","GO:0016830",0.0513305324178411,2.41570319240725,2.70918572001604,6,44,"carbon-carbon lyase activity"
"297","GO:0050839",0.0520812647385326,1.60064335740268,11.0830324909747,17,180,"cell adhesion molecule binding"
"298","GO:0003697",0.0531822685057329,1.96903195488722,4.86421981548335,9,79,"single-stranded DNA binding"
"299","GO:0042277",0.0551849072179,1.54337803118291,12.8070597673486,19,208,"peptide binding"
"300","GO:0030331",0.0552777806598358,2.63665110676103,2.09346169273967,5,34,"estrogen receptor binding"
"301","GO:0016791",0.056102372282052,1.48878097543526,15.3315282791817,22,249,"phosphatase activity"
"302","GO:0016667",0.0562795370568261,2.35359394703657,2.77075812274368,6,45,"oxidoreductase activity, acting on a sulfur group of donors"
"303","GO:0032813",0.0562795370568261,2.35359394703657,2.77075812274368,6,45,"tumor necrosis factor receptor superfamily binding"
"304","GO:1901677",0.0567385595533053,3.05714285714286,1.4777376654633,4,24,"phosphate transmembrane transporter activity"
"305","GO:0061134",0.0582793880883819,1.55201761917205,12.0681909346169,18,196,"peptidase regulator activity"
"306","GO:0001948",0.0596335934277723,1.84544985650616,5.72623345367028,10,93,"glycoprotein binding"
"307","GO:0001076",0.0600336129618392,1.68882065257971,8.0659847573205,13,131,"transcription factor activity, RNA polymerase II transcription factor binding"
"308","GO:0004697",0.0607780066721009,3.81944444444444,0.923586040914561,3,15,"protein kinase C activity"
"309","GO:0016307",0.0607780066721009,3.81944444444444,0.923586040914561,3,15,"phosphatidylinositol phosphate kinase activity"
"310","GO:0023023",0.0607780066721009,3.81944444444444,0.923586040914561,3,15,"MHC protein complex binding"
"311","GO:0031434",0.0607780066721009,3.81944444444444,0.923586040914561,3,15,"mitogen-activated protein kinase kinase binding"
"312","GO:0046965",0.0607780066721009,3.81944444444444,0.923586040914561,3,15,"retinoid X receptor binding"
"313","GO:0000247",0.0615724027276374,Inf,0.0615724027276374,1,1,"C-8 sterol isomerase activity"
"314","GO:0000257",0.0615724027276374,Inf,0.0615724027276374,1,1,"nitrilase activity"
"315","GO:0000701",0.0615724027276374,Inf,0.0615724027276374,1,1,"purine-specific mismatch base pair DNA N-glycosylase activity"
"316","GO:0001042",0.0615724027276374,Inf,0.0615724027276374,1,1,"RNA polymerase I core binding"
"317","GO:0001133",0.0615724027276374,Inf,0.0615724027276374,1,1,"RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding"
"318","GO:0003721",0.0615724027276374,Inf,0.0615724027276374,1,1,"telomeric template RNA reverse transcriptase activity"
"319","GO:0003878",0.0615724027276374,Inf,0.0615724027276374,1,1,"ATP citrate synthase activity"
"320","GO:0003957",0.0615724027276374,Inf,0.0615724027276374,1,1,"NAD(P)+ transhydrogenase (B-specific) activity"
"321","GO:0003974",0.0615724027276374,Inf,0.0615724027276374,1,1,"UDP-N-acetylglucosamine 4-epimerase activity"
"322","GO:0003978",0.0615724027276374,Inf,0.0615724027276374,1,1,"UDP-glucose 4-epimerase activity"
"323","GO:0003979",0.0615724027276374,Inf,0.0615724027276374,1,1,"UDP-glucose 6-dehydrogenase activity"
"324","GO:0004043",0.0615724027276374,Inf,0.0615724027276374,1,1,"L-aminoadipate-semialdehyde dehydrogenase activity"
"325","GO:0004132",0.0615724027276374,Inf,0.0615724027276374,1,1,"dCMP deaminase activity"
"326","GO:0004133",0.0615724027276374,Inf,0.0615724027276374,1,1,"glycogen debranching enzyme activity"
"327","GO:0004134",0.0615724027276374,Inf,0.0615724027276374,1,1,"4-alpha-glucanotransferase activity"
"328","GO:0004135",0.0615724027276374,Inf,0.0615724027276374,1,1,"amylo-alpha-1,6-glucosidase activity"
"329","GO:0004139",0.0615724027276374,Inf,0.0615724027276374,1,1,"deoxyribose-phosphate aldolase activity"
"330","GO:0004148",0.0615724027276374,Inf,0.0615724027276374,1,1,"dihydrolipoyl dehydrogenase activity"
"331","GO:0004309",0.0615724027276374,Inf,0.0615724027276374,1,1,"exopolyphosphatase activity"
"332","GO:0004310",0.0615724027276374,Inf,0.0615724027276374,1,1,"farnesyl-diphosphate farnesyltransferase activity"
"333","GO:0004321",0.0615724027276374,Inf,0.0615724027276374,1,1,"fatty-acyl-CoA synthase activity"
"334","GO:0004326",0.0615724027276374,Inf,0.0615724027276374,1,1,"tetrahydrofolylpolyglutamate synthase activity"
"335","GO:0004334",0.0615724027276374,Inf,0.0615724027276374,1,1,"fumarylacetoacetase activity"
"336","GO:0004394",0.0615724027276374,Inf,0.0615724027276374,1,1,"heparan sulfate 2-O-sulfotransferase activity"
"337","GO:0004420",0.0615724027276374,Inf,0.0615724027276374,1,1,"hydroxymethylglutaryl-CoA reductase (NADPH) activity"
"338","GO:0004422",0.0615724027276374,Inf,0.0615724027276374,1,1,"hypoxanthine phosphoribosyltransferase activity"
"339","GO:0004441",0.0615724027276374,Inf,0.0615724027276374,1,1,"inositol-1,4-bisphosphate 1-phosphatase activity"
"340","GO:0004482",0.0615724027276374,Inf,0.0615724027276374,1,1,"mRNA (guanine-N7-)-methyltransferase activity"
"341","GO:0004513",0.0615724027276374,Inf,0.0615724027276374,1,1,"neolactotetraosylceramide alpha-2,3-sialyltransferase activity"
"342","GO:0004595",0.0615724027276374,Inf,0.0615724027276374,1,1,"pantetheine-phosphate adenylyltransferase activity"
"343","GO:0004617",0.0615724027276374,Inf,0.0615724027276374,1,1,"phosphoglycerate dehydrogenase activity"
"344","GO:0004638",0.0615724027276374,Inf,0.0615724027276374,1,1,"phosphoribosylaminoimidazole carboxylase activity"
"345","GO:0004639",0.0615724027276374,Inf,0.0615724027276374,1,1,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"346","GO:0004671",0.0615724027276374,Inf,0.0615724027276374,1,1,"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity"
"347","GO:0004729",0.0615724027276374,Inf,0.0615724027276374,1,1,"oxygen-dependent protoporphyrinogen oxidase activity"
"348","GO:0004747",0.0615724027276374,Inf,0.0615724027276374,1,1,"ribokinase activity"
"349","GO:0004751",0.0615724027276374,Inf,0.0615724027276374,1,1,"ribose-5-phosphate isomerase activity"
"350","GO:0004757",0.0615724027276374,Inf,0.0615724027276374,1,1,"sepiapterin reductase activity"
"351","GO:0004883",0.0615724027276374,Inf,0.0615724027276374,1,1,"glucocorticoid receptor activity"
"352","GO:0004941",0.0615724027276374,Inf,0.0615724027276374,1,1,"beta2-adrenergic receptor activity"
"353","GO:0004960",0.0615724027276374,Inf,0.0615724027276374,1,1,"thromboxane receptor activity"
"354","GO:0004961",0.0615724027276374,Inf,0.0615724027276374,1,1,"thromboxane A2 receptor activity"
"355","GO:0005020",0.0615724027276374,Inf,0.0615724027276374,1,1,"stem cell factor receptor activity"
"356","GO:0005456",0.0615724027276374,Inf,0.0615724027276374,1,1,"CMP-N-acetylneuraminate transmembrane transporter activity"
"357","GO:0008493",0.0615724027276374,Inf,0.0615724027276374,1,1,"tetracycline transporter activity"
"358","GO:0008709",0.0615724027276374,Inf,0.0615724027276374,1,1,"cholate 7-alpha-dehydrogenase activity"
"359","GO:0008750",0.0615724027276374,Inf,0.0615724027276374,1,1,"NAD(P)+ transhydrogenase (AB-specific) activity"
"360","GO:0008802",0.0615724027276374,Inf,0.0615724027276374,1,1,"betaine-aldehyde dehydrogenase activity"
"361","GO:0010309",0.0615724027276374,Inf,0.0615724027276374,1,1,"acireductone dioxygenase [iron(II)-requiring] activity"
"362","GO:0010859",0.0615724027276374,Inf,0.0615724027276374,1,1,"calcium-dependent cysteine-type endopeptidase inhibitor activity"
"363","GO:0015086",0.0615724027276374,Inf,0.0615724027276374,1,1,"cadmium ion transmembrane transporter activity"
"364","GO:0015087",0.0615724027276374,Inf,0.0615724027276374,1,1,"cobalt ion transmembrane transporter activity"
"365","GO:0015094",0.0615724027276374,Inf,0.0615724027276374,1,1,"lead ion transmembrane transporter activity"
"366","GO:0015099",0.0615724027276374,Inf,0.0615724027276374,1,1,"nickel cation transmembrane transporter activity"
"367","GO:0015100",0.0615724027276374,Inf,0.0615724027276374,1,1,"vanadium ion transmembrane transporter activity"
"368","GO:0015119",0.0615724027276374,Inf,0.0615724027276374,1,1,"hexose phosphate transmembrane transporter activity"
"369","GO:0015152",0.0615724027276374,Inf,0.0615724027276374,1,1,"glucose-6-phosphate transmembrane transporter activity"
"370","GO:0015195",0.0615724027276374,Inf,0.0615724027276374,1,1,"L-threonine transmembrane transporter activity"
"371","GO:0015439",0.0615724027276374,Inf,0.0615724027276374,1,1,"heme-transporting ATPase activity"
"372","GO:0015639",0.0615724027276374,Inf,0.0615724027276374,1,1,"ferrous iron uptake transmembrane transporter activity"
"373","GO:0016034",0.0615724027276374,Inf,0.0615724027276374,1,1,"maleylacetoacetate isomerase activity"
"374","GO:0016230",0.0615724027276374,Inf,0.0615724027276374,1,1,"sphingomyelin phosphodiesterase activator activity"
"375","GO:0016815",0.0615724027276374,Inf,0.0615724027276374,1,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles"
"376","GO:0016862",0.0615724027276374,Inf,0.0615724027276374,1,1,"intramolecular oxidoreductase activity, interconverting keto- and enol-groups"
"377","GO:0017082",0.0615724027276374,Inf,0.0615724027276374,1,1,"mineralocorticoid receptor activity"
"378","GO:0018454",0.0615724027276374,Inf,0.0615724027276374,1,1,"acetoacetyl-CoA reductase activity"
"379","GO:0018467",0.0615724027276374,Inf,0.0615724027276374,1,1,"formaldehyde dehydrogenase activity"
"380","GO:0019118",0.0615724027276374,Inf,0.0615724027276374,1,1,"phenanthrene-epoxide hydrolase activity"
"381","GO:0019119",0.0615724027276374,Inf,0.0615724027276374,1,1,"phenanthrene-9,10-epoxide hydrolase activity"
"382","GO:0019912",0.0615724027276374,Inf,0.0615724027276374,1,1,"cyclin-dependent protein kinase activating kinase activity"
"383","GO:0022865",0.0615724027276374,Inf,0.0615724027276374,1,1,"transmembrane electron transfer carrier"
"384","GO:0030283",0.0615724027276374,Inf,0.0615724027276374,1,1,"testosterone dehydrogenase [NAD(P)] activity"
"385","GO:0030348",0.0615724027276374,Inf,0.0615724027276374,1,1,"syntaxin-3 binding"
"386","GO:0030372",0.0615724027276374,Inf,0.0615724027276374,1,1,"high molecular weight B cell growth factor receptor binding"
"387","GO:0031626",0.0615724027276374,Inf,0.0615724027276374,1,1,"beta-endorphin binding"
"388","GO:0031682",0.0615724027276374,Inf,0.0615724027276374,1,1,"G-protein gamma-subunit binding"
"389","GO:0031707",0.0615724027276374,Inf,0.0615724027276374,1,1,"endothelin A receptor binding"
"390","GO:0031713",0.0615724027276374,Inf,0.0615724027276374,1,1,"B2 bradykinin receptor binding"
"391","GO:0032028",0.0615724027276374,Inf,0.0615724027276374,1,1,"myosin head/neck binding"
"392","GO:0032574",0.0615724027276374,Inf,0.0615724027276374,1,1,"5'-3' RNA helicase activity"
"393","GO:0032575",0.0615724027276374,Inf,0.0615724027276374,1,1,"ATP-dependent 5'-3' RNA helicase activity"
"394","GO:0033204",0.0615724027276374,Inf,0.0615724027276374,1,1,"ribonuclease P RNA binding"
"395","GO:0033746",0.0615724027276374,Inf,0.0615724027276374,1,1,"histone demethylase activity (H3-R2 specific)"
"396","GO:0033749",0.0615724027276374,Inf,0.0615724027276374,1,1,"histone demethylase activity (H4-R3 specific)"
"397","GO:0033814",0.0615724027276374,Inf,0.0615724027276374,1,1,"propanoyl-CoA C-acyltransferase activity"
"398","GO:0033823",0.0615724027276374,Inf,0.0615724027276374,1,1,"procollagen glucosyltransferase activity"
"399","GO:0034458",0.0615724027276374,Inf,0.0615724027276374,1,1,"3'-5' RNA helicase activity"
"400","GO:0034590",0.0615724027276374,Inf,0.0615724027276374,1,1,"L-hydroxyproline transmembrane transporter activity"
"401","GO:0034647",0.0615724027276374,Inf,0.0615724027276374,1,1,"histone demethylase activity (H3-trimethyl-K4 specific)"
"402","GO:0035500",0.0615724027276374,Inf,0.0615724027276374,1,1,"MH2 domain binding"
"403","GO:0035501",0.0615724027276374,Inf,0.0615724027276374,1,1,"MH1 domain binding"
"404","GO:0035605",0.0615724027276374,Inf,0.0615724027276374,1,1,"peptidyl-cysteine S-nitrosylase activity"
"405","GO:0038051",0.0615724027276374,Inf,0.0615724027276374,1,1,"glucocorticoid-activated RNA polymerase II transcription factor binding transcription factor activity"
"406","GO:0042282",0.0615724027276374,Inf,0.0615724027276374,1,1,"hydroxymethylglutaryl-CoA reductase activity"
"407","GO:0042356",0.0615724027276374,Inf,0.0615724027276374,1,1,"GDP-4-dehydro-D-rhamnose reductase activity"
"408","GO:0042801",0.0615724027276374,Inf,0.0615724027276374,1,1,"polo kinase kinase activity"
"409","GO:0042988",0.0615724027276374,Inf,0.0615724027276374,1,1,"X11-like protein binding"
"410","GO:0043221",0.0615724027276374,Inf,0.0615724027276374,1,1,"SMC family protein binding"
"411","GO:0043423",0.0615724027276374,Inf,0.0615724027276374,1,1,"3-phosphoinositide-dependent protein kinase binding"
"412","GO:0043544",0.0615724027276374,Inf,0.0615724027276374,1,1,"lipoamide binding"
"413","GO:0043874",0.0615724027276374,Inf,0.0615724027276374,1,1,"acireductone synthase activity"
"414","GO:0046911",0.0615724027276374,Inf,0.0615724027276374,1,1,"metal chelating activity"
"415","GO:0047012",0.0615724027276374,Inf,0.0615724027276374,1,1,"sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity"
"416","GO:0047015",0.0615724027276374,Inf,0.0615724027276374,1,1,"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"
"417","GO:0047021",0.0615724027276374,Inf,0.0615724027276374,1,1,"15-hydroxyprostaglandin dehydrogenase (NADP+) activity"
"418","GO:0047291",0.0615724027276374,Inf,0.0615724027276374,1,1,"lactosylceramide alpha-2,3-sialyltransferase activity"
"419","GO:0047800",0.0615724027276374,Inf,0.0615724027276374,1,1,"cysteamine dioxygenase activity"
"420","GO:0050023",0.0615724027276374,Inf,0.0615724027276374,1,1,"L-fuconate dehydratase activity"
"421","GO:0050178",0.0615724027276374,Inf,0.0615724027276374,1,1,"phenylpyruvate tautomerase activity"
"422","GO:0050221",0.0615724027276374,Inf,0.0615724027276374,1,1,"prostaglandin-E2 9-reductase activity"
"423","GO:0050577",0.0615724027276374,Inf,0.0615724027276374,1,1,"GDP-L-fucose synthase activity"
"424","GO:0051435",0.0615724027276374,Inf,0.0615724027276374,1,1,"BH4 domain binding"
"425","GO:0051903",0.0615724027276374,Inf,0.0615724027276374,1,1,"S-(hydroxymethyl)glutathione dehydrogenase activity"
"426","GO:0051996",0.0615724027276374,Inf,0.0615724027276374,1,1,"squalene synthase activity"
"427","GO:0052657",0.0615724027276374,Inf,0.0615724027276374,1,1,"guanine phosphoribosyltransferase activity"
"428","GO:0052829",0.0615724027276374,Inf,0.0615724027276374,1,1,"inositol-1,3,4-trisphosphate 1-phosphatase activity"
"429","GO:0070224",0.0615724027276374,Inf,0.0615724027276374,1,1,"sulfide:quinone oxidoreductase activity"
"430","GO:0070539",0.0615724027276374,Inf,0.0615724027276374,1,1,"linoleic acid binding"
"431","GO:0070818",0.0615724027276374,Inf,0.0615724027276374,1,1,"protoporphyrinogen oxidase activity"
"432","GO:0071074",0.0615724027276374,Inf,0.0615724027276374,1,1,"eukaryotic initiation factor eIF2 binding"
"433","GO:0071820",0.0615724027276374,Inf,0.0615724027276374,1,1,"N-box binding"
"434","GO:0090560",0.0615724027276374,Inf,0.0615724027276374,1,1,"2-(3-amino-3-carboxypropyl)histidine synthase activity"
"435","GO:0097573",0.0615724027276374,Inf,0.0615724027276374,1,1,"glutathione oxidoreductase activity"
"436","GO:0097655",0.0615724027276374,Inf,0.0615724027276374,1,1,"serpin family protein binding"
"437","GO:1990275",0.0615724027276374,Inf,0.0615724027276374,1,1,"preribosome binding"
"438","GO:0005516",0.0622686355499374,1.58340402780253,10.528880866426,16,171,"calmodulin binding"
"439","GO:0017022",0.0642915718286544,2.10027030505857,3.57119935820297,7,58,"myosin binding"
"440","GO:0048306",0.0642915718286544,2.10027030505857,3.57119935820297,7,58,"calcium-dependent protein binding"
"441","GO:0005520",0.0643866472828171,2.91135690917588,1.53931006819093,4,25,"insulin-like growth factor binding"
"442","GO:0015295",0.0643866472828171,2.91135690917588,1.53931006819093,4,25,"solute:proton symporter activity"
"443","GO:0016702",0.0643866472828171,2.91135690917588,1.53931006819093,4,25,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
"444","GO:0060590",0.0643866472828171,2.91135690917588,1.53931006819093,4,25,"ATPase regulator activity"
"445","GO:0003680",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"AT DNA binding"
"446","GO:0003689",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"DNA clamp loader activity"
"447","GO:0004691",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"cAMP-dependent protein kinase activity"
"448","GO:0005114",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"type II transforming growth factor beta receptor binding"
"449","GO:0005168",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"neurotrophin TRKA receptor binding"
"450","GO:0016018",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"cyclosporin A binding"
"451","GO:0016668",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"452","GO:0019237",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"centromeric DNA binding"
"453","GO:0031821",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"G-protein coupled serotonin receptor binding"
"454","GO:0033170",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"protein-DNA loading ATPase activity"
"455","GO:0035005",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"1-phosphatidylinositol-4-phosphate 3-kinase activity"
"456","GO:0035925",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"mRNA 3'-UTR AU-rich region binding"
"457","GO:0072542",0.064671227827013,6.10750816104461,0.431006819093462,2,7,"protein phosphatase activator activity"
"458","GO:0004879",0.0670091292785031,2.23846461415434,2.89390292819896,6,47,"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"
"459","GO:0098531",0.0670091292785031,2.23846461415434,2.89390292819896,6,47,"transcription factor activity, direct ligand regulated sequence-specific DNA binding"
"460","GO:0001784",0.0714984572902727,3.5253896430367,0.985158443642198,3,16,"phosphotyrosine binding"
"461","GO:0017136",0.0714984572902727,3.5253896430367,0.985158443642198,3,16,"NAD-dependent histone deacetylase activity"
"462","GO:0034237",0.0714984572902727,3.5253896430367,0.985158443642198,3,16,"protein kinase A regulatory subunit binding"
"463","GO:0034979",0.0714984572902727,3.5253896430367,0.985158443642198,3,16,"NAD-dependent protein deacetylase activity"
"464","GO:0005504",0.0725439618954227,2.77882422920591,1.60088247091857,4,26,"fatty acid binding"
"465","GO:0016701",0.0725439618954227,2.77882422920591,1.60088247091857,4,26,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
"466","GO:0004004",0.0744575682567357,2.02072581644028,3.69434416365824,7,60,"ATP-dependent RNA helicase activity"
"467","GO:0008186",0.0744575682567357,2.02072581644028,3.69434416365824,7,60,"RNA-dependent ATPase activity"
"468","GO:0004721",0.0744814234229672,1.56440059467496,9.97472924187726,15,162,"phosphoprotein phosphatase activity"
"469","GO:0003755",0.0746241650538469,2.38895332969432,2.27817890092258,5,37,"peptidyl-prolyl cis-trans isomerase activity"
"470","GO:0033218",0.075114316655957,1.46155065799905,14.1616526273566,20,230,"amide binding"
"471","GO:0043425",0.0811989773034969,2.65781613010289,1.66245487364621,4,27,"bHLH transcription factor binding"
"472","GO:0017046",0.081791411517392,2.31639539499802,2.33975130365022,5,38,"peptide hormone binding"
"473","GO:0031593",0.081791411517392,2.31639539499802,2.33975130365022,5,38,"polyubiquitin binding"
"474","GO:0003714",0.0818065829835874,1.47636221507631,12.6223425591657,18,205,"transcription corepressor activity"
"475","GO:0003857",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"3-hydroxyacyl-CoA dehydrogenase activity"
"476","GO:0004862",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"cAMP-dependent protein kinase inhibitor activity"
"477","GO:0005167",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"neurotrophin TRK receptor binding"
"478","GO:0008190",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"eukaryotic initiation factor 4E binding"
"479","GO:0015450",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity"
"480","GO:0016861",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
"481","GO:0034452",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"dynactin binding"
"482","GO:0043138",0.0827909699063176,5.0892274211099,0.492579221821099,2,8,"3'-5' DNA helicase activity"
"483","GO:0008656",0.0829976713537363,3.27334267040149,1.04673084636984,3,17,"cysteine-type endopeptidase activator activity involved in apoptotic process"
"484","GO:0017075",0.0829976713537363,3.27334267040149,1.04673084636984,3,17,"syntaxin-1 binding"
"485","GO:0043274",0.0829976713537363,3.27334267040149,1.04673084636984,3,17,"phospholipase binding"
"486","GO:0019003",0.0851782963344156,2.08539493293592,3.07862013638187,6,50,"GDP binding"
"487","GO:0030145",0.0851782963344156,2.08539493293592,3.07862013638187,6,50,"manganese ion binding"
"488","GO:0003724",0.0855153754571995,1.94696638153969,3.81748896911352,7,62,"RNA helicase activity"
"489","GO:0003777",0.0894163939067585,1.82700953065995,4.6179302045728,8,75,"microtubule motor activity"
"490","GO:0004842",0.0895848905978951,1.35069846752509,20.5651825110309,27,334,"ubiquitin-protein transferase activity"
"491","GO:0005154",0.0903378701552715,2.54689203925845,1.72402727637385,4,28,"epidermal growth factor receptor binding"
"492","GO:0004702",0.0913766063830317,1.91206236323851,3.87906137184116,7,63,"receptor signaling protein serine/threonine kinase activity"
"493","GO:0051082",0.0914910617210707,1.74358760826116,5.41837144003209,9,88,"unfolded protein binding"
"494","GO:0001664",0.0916640305245886,1.42033542976939,14.5310870437224,20,236,"G-protein coupled receptor binding"
"495","GO:0001190",0.0917813354272675,2.03890710382514,3.14019253910951,6,51,"transcriptional activator activity, RNA polymerase II transcription factor binding"
"496","GO:0098811",0.0917813354272675,2.03890710382514,3.14019253910951,6,51,"transcriptional repressor activity, RNA polymerase II activating transcription factor binding"
"497","GO:0019787",0.0937054715911712,1.33550805784118,21.5503409546731,28,350,"ubiquitin-like protein transferase activity"
"498","GO:0001530",0.0952293789137085,3.05490196078431,1.10830324909747,3,18,"lipopolysaccharide binding"
"499","GO:0005351",0.0952293789137085,3.05490196078431,1.10830324909747,3,18,"sugar:proton symporter activity"
"500","GO:0005402",0.0952293789137085,3.05490196078431,1.10830324909747,3,18,"cation:sugar symporter activity"
"501","GO:0031435",0.0952293789137085,3.05490196078431,1.10830324909747,3,18,"mitogen-activated protein kinase kinase kinase binding"
